cleaned_text,text_length
我再跟你重复一遍 生育是女性拥有的功能 选择生与不生是女性拥有的权利 既不是义务也不是责任 听懂了吗 别拿国家发展压人 还是那句话 你觉得人类要灭亡 那你就去想办法自己生 不要在这里大言不惭的对女性说什么生育是你们的责任和义务 你没有这个资格 甭说你 国家领导人都没这个资格,137
这是时代的局限性导致的 当时如果放任生育现在会跟印度一样 少生优生当时的国策没毛病 现在放开二胎因为中国开始走入老龄化时代但还是在吃人口红利 没有年轻人点国家没有未来,83
哈哈 你的每一句话不都是在讲女性就应该生孩子吗 能力越大责任越大？话是没错 不过生育能力只是女性的一个普通能力而已 根本不存在能力越大责任越大这一说OK？哈哈哈说不过就往人身上安女权的名 我可当不起这一句女权 你明白生育对女性会造成多大的影响吗？还在这大言不惭的说什么责任责任 你妈也是女性 你怎么不为了国家鼓励你妈多生几个？你这么爱国怎么不安个子宫自己生？我还想问问 男人做什么了让我们觉得应该应分？你们赚钱了？女人不能赚钱？你们在家洗衣服做饭刷完扫地收拾屋？生完孩子你们能做的女人什么做不了？就因为你多根几把所以你能在这大放厥词？,267
顺便 最后一句 我尊敬每一位为了人类和平流过血付出生命的男性 他们是我们所有人的榜样 但当今社会的男性有哪一点需要我去崇拜的吗？和谐社会男人女人都一样 谁也别说自己为这个社会多付出了多少 我不知道你说我鼠目寸光的点在哪 就因为我不想生孩子？哈哈真的很有意思 跟你观点不同就是鼠目寸光 你是电你是光你是唯一的神话 你真的了不起,162
屁股大好生养其实主要是因为盆骨比较大的女孩子生育起来会稍微好那么一丢丢，风险都是一样的，胎位不正，腹压不够，这些都会造成生育困难，越是了解生育过程就越觉得瑟瑟发抖,81
妊娠高血压糖尿病、子宫脱垂、腹直肌分离、漏尿等等并发后遗症可怕吗？可怕，仅仅是无法拥有之前健康完整的肌体，都会让人无法接受。死亡仅仅是威胁的巅峰。哪怕是千分之一的死亡率，轮到个人头上就是百分之百。你觉得无关紧要只不过是因为这种灾难没有轮到你头上，你自己不用承受这一切罢了。在你的回答中，出现过无数次“母亲伟大”，但我发现你对女性连起码的尊重都没有，“母亲伟大”不过动动唇舌，一句口号，一个高帽子罢了，母亲付出和收获不成正比。生育是责任？义务？全国人大和国务院都没你这么敢说。且不说人类这个物种是最安全的物种之一，繁衍这种问题由你个人提出尤为可笑。再谈低生育率和老龄化问题，全球都没能解决的问题，你以为喊几句“多生多育母爱伟大”的口号就有用了吗？,322
什么义务啊。你是法盲吗？教育男性照顾女性是因为由于天生生理结构，女性相比男性是弱势群体。三个女的都不一定打过一个男的就是最直观的例子。这是道德问题。至于生育。你需要科普一下法律。《妇女权益保障法》以及生育权的问题。如果自己言论本身就有问题且不严谨，与其考虑别人给你扣帽子，还不如反思下自己的话到底哪儿错了让人觉得你是田园男权。田园女权同理，别变成自己最讨厌的那类人。,183
so？你生过孩子？你是女的你知道生育并不吃人？男的就不要在这里说生育如何如何吧，光看数据有个屁用，你要是女的你确定自己生孩子绝对不会成为所谓数据里的“20%”？,80
而且宁还是没回答“凭什么觉得女性生育是责任”这个问题呢，好好看看宁回复的这么多条，自己亲口说的“责任”还他爹在这扯“自己的选择”，左右互搏真的佩服,73
行了行了我都说了我累了 别回了 我说了女性当然可以选择生育 男性照顾女性跟我扯道德问题 那自古以来女性生育 那些回复我要给男人安子宫的是不是也是没有道德？我说的义务不是法律上的义务，是与生俱来无法转让的能力，谈平权就给我扯道德，男性生理上是比女性强壮，那男性有没有权利说累了给你们女性增肌反过来照顾我们吧？我始终没有一句话说女性就该生，我只是说如果都不生人口增长率就算维持在目前的水平会面临什么样的窘境，我希望你也不是一个被害妄想症，我只是单纯的科普，是讲给有责任感使命感的将来的母亲的，你如果不想生那我的话就不是说给你听的,262
男性当然有权利可以拒绝。就如你所说，责任感使然。生育权就是女性的权利，而不是义务。你别说你原话不是“义务”。身为男人，敢作敢当嗯？摆出一副不耐烦的样子给谁看？ 你要是觉得烦躁，或者的确认为自己说法不严谨。请自行删评。免得别人认真和你讨论，你态度丝毫不尊重。我认为真男人，是敢作敢当胸怀广阔的。,146
我原来的评论也不是那样的 为什么不耐烦？我只是把事实说出来 你看看这些天有多少带着敌意来甚至什么都没说出来硬杠的 每天一打开b站就能看到这样的回复 我最开始的第一个评论一个高赞评论为什么要自删 下面纯粹是跟那些杠精回复才变成这样的 何况我没有觉得有何不妥 数据摆出来 道理写明白 我当然敢作敢当何况我也没有一句话强迫女性生育 懂道理的人自然能理解 我也不想纠结什么了 反反复复就是这些东西 好几天了 真的不耐烦了 别回了吧 太累了,215
原来兄弟凭借一己之力就把“责任”这个词的意思改了啊，那怎么也不提前说一声呢我还以为大兄弟说的责任意思是词典上“分内应该做的事情”呢，看宁回复了这么多条振振有词的亚子宁才是拳师⑧不然怎么这么关心女性生育的问题,103
兄弟 您别上B站了吧 你发的那些话让谁看见了都会想怼你的 现在男的确实可以生孩子了 您考虑去生一个吧 也别扯那些全人类全祖国的 我就没见过您这样从头憨到底的言论 收一下你的男权思想吧 女生没有那么蠢 你说两句好话就给你当“生育的工具人” 对此我只能说您夫人真的是足够爱你 你一定要好好珍惜 最后 请你也直接拉黑我吧 不用回复我,163
嗯……我就是二胎不顺，医生建议我剖，当时有点低烧发冷人也有点懵，说想跟老公说说，结果被医生骂我是你自己生孩子，你要对自己和孩子负责，所以要自己下决定然后我就果断同意剖腹，不过还是要我和家属签一堆东西才推上手术台,105
我劝这位兄弟一句，希望你以后能认认怂，别再苦口婆心了。毕竟现在的人跟当年不太一样了。从前，也不算特别久以前，也就十几年吧，你跟女朋友说一句，“将来我想跟你有个孩子”，她大概率是露出羞涩的笑容和期待的眼神。现在，你提到“孩子”两个字，她很可能马上跟你翻脸，先拉你去体验生产疼痛模拟，接着喋喋不休跟你谈女性的辛苦付出、待遇不公等等，目光咄咄，步步紧逼。这可以说是一种进步，因为女性的地位升高了，思想也解放了许多，所以会为自己争取，会勇敢地对世俗说“不”。但这紧随其后也迎来一场巨大的动荡。当一个人，开口闭口只知道宣扬自己并不一定要经历的苦难，宣扬自己的前辈（已经当了妈妈的女性，而不是自己）的付出，以此来要求尊重，要求权利，要求赞颂。这种本是警醒作用的宣传，过犹不及，发生得一多，就会搞得人心惶惶，社会男女关系紧张，一个个恐婚恐育，宣扬丁克如邪教。现在男生说话都必须小心翼翼，生怕一个词用错就被曲解，被扣帽子。但我还是想说，你其实也不用这么小心翼翼，因为有人就爱看，抓住个字眼说半天，你改变不了，这个社会风气就是紧张的，你现在站出来，就是会被喷的。最后我祝福你在现实中找到一个理解你的、对婚姻生活和生育怀有信任和向往的善良女孩。,512
还要考虑古代人生孩子的年龄吧，好像古代人生育都比较早，还没发育好就怀孕生孩子了。,40
总感觉一群没有生育经验的在这里吵架,17
现在营养好了，很多胎儿都偏大，包括胎位不正自身身体条件啥的，很多都是需要剖腹的。并且头胎剖的，二胎基本上也只能剖。所以医生建议能自己生就不要剖，术后护理，再次生产，都会好一点,87
我知道啊，我二胎也是顺转剖，所以说要按实际情况，生产过程有医生监测一切，有异常情况会告诉你,45
头胎顺产不是很痛能忍受，二胎那是真痛那时真想有人来一个闷棍敲晕我,32
什么时候生育变成了义务和责任了？生不生都是大家的选择，有必要因为选择不生就说她是逃避责任吗，不觉得这种强加在女性身上的义务和责任很恶心吗,68
啊……这几天是这个视频又上首页了嘛怎么突然又来了一波点赞回复我都懒得看回复了……这是偷换逻辑吧，jidu警察我不做照样有人做，也不会有人说这是我家的荣耀吧，自己想做什么职业是个人自由，可是生育呢？生育和职业不一样没法选择，你不想生也没法让别人替你去生，结婚生子也不是种荣耀是人类繁衍的自然规律，我讲这些话不是讲给不想生的人听的，我是想让有正常结婚生子想法的女性别被这些言论误导去害怕生育，生育不是吃人的老虎死亡率万中无一，已经好几天没人回复没人点赞我以为这视频热度已经过了，这两天怎么又开始起来了太累了我不想回复了,257
我这个是在回复你说的就人类和国家而言。我不去做jidu警察有人去做，你不生孩子也有人去生。为什么要上升到人类和国家呢?生育这件事只要夫妻两商量好，和你我有什么关系呢? 生育是不一定死人，但是如果有个人就是中了那个死亡率呢?有人能代替谁去死吗?你能把死掉的人复活吗?没有谁能保证自己不是那个百分之多少。 生子不是一种荣耀吗?那你的女朋友生孩子你会觉得这只是一种理所当然的规律吗? 我不做jidu警察，我没有资格去说jidu警察也不是都死人，你们不要危言耸听。同理，你不生孩子，也不适合对此发表“生孩子没那么恐怖”的看法，你没有经历过，每个人体质不同，忍耐力不同，你口中的危言耸听对于某些人来说并不是危言耸听。 你不删评的话确实有可能一直有人回复你，你有些话前后矛盾。,332
你说这个就是现在推广的无痛分娩吧，我二胎的时候用了，的确痛感减轻了，不过双腿有点使不上力，但是有知觉的,51
我是个孕妇，9个月了，我觉得作为女生，基本的生育权还是有的吧，我们乐意生就生，不乐意生，你也别给我们扣什么阻碍人类繁衍的罪名。这话是你自己说的，别杠不过了就说什么你不是这意思,87
孕妇我就来回您一下，不要误会我没有去给你们扣帽子，你从头看我的评论，我只是单纯的科普生育没有那么恐怖如今死亡率万中无一我指责的是那些去夸张扩大生育的恐怖制造恐慌误导他人的人，九个月了最近就要生了吧？还看什么手机呀,106
这个不一定和剖腹产有关啦，生育对女性本身伤害就特别大，妈妈都很辛苦的。,35
生育是义务？鼓吹生育风险？逃避生育这个责任？都什么迷惑发言啊点开主页果然性别男，你自己先亲自生一个再说这些吧。,55
你对这件事了解太少，这件事早在法律圈批判到臭了，在不损害委托人生命健康以及以及征得委托人同意下，委托人完全有权为自己做出选择，再加上女性有生育自主权，如果医院遇到这些事趁早找法务权衡，孕妇也不至于跳楼自杀，况且孕妇会产前产后抑郁，轻则烦躁，重则伤害自己'孩子'家人。而且事后诸葛亮一下，一个半的命比不上剖腹产吗？一边批判女人不生人类灭亡，另一边却利弊都不懂得权衡，说到底都是自私惹的祸,192
你查呗！看清楚咯！我说的是生产死亡率，包括产妇死亡和婴儿死亡。你觉得我说的高，现在有统计的生产死亡都是来自于医疗机构吧！国际卫生组织调查报告全球约有半数人未获得基本医疗服务，一半人算35亿，男女一半抛着算女性17亿吧！17亿里分为未成年、孕龄、老年，约5亿人孕龄吧！咱打个五折，也有一个亿的孕龄女性未进入医疗系统，当然啦我这种算法肯定是不精确不正规的，你也许也觉得我说的数量不对，或者你一相信官方提供的数据，但是非洲12亿人口，南美洲4个亿人口，印度13亿，生育而未被记录进医疗系统的人绝对不少！然而生产死亡率也恰恰发生在这些人身上！,267
"回复你这一段话 孕妇我就来回您一下，不要误会我没有去给你们扣帽子，你从头看我的评论，我只是单纯的科普生育没有那么恐怖如今死亡率万中无一我指责的是那些去夸张扩大生育的恐怖制造恐慌误导他人的人，九个月了最近就要生了吧？还看什么手机呀 第一，你并没有照你说的单纯科普，当然如果你认为你说的""女性生孩子是义务""这属于科普的话，，？那你再说个皮皮虾的科普啊这是科普?你科普人女孩子义务生小孩? 第二，谁告诉你女孩子生孩子不能玩手机的，退一万步讲人家玩手机关你什么事，另外你再看看你回复那位孕妇母亲的态度有多差啊，既然在xx了还xx干什么呀就这个语气这个句式，还是你平时为人处事都这样的，你不会觉得很没礼貌吗?你之前说母亲伟大可你有展现对这位孕妇姐姐的尊敬吗， 所以你活该这么多人怼你啊自相矛盾避重就轻偷换概念还有扣帽子你已经用了个遍了，唉看得我气死了这么多女孩子怼你你也没觉得自己有一点问题，你女朋友以后和你在一起生孩子肯定很辛苦吧因为得不到你这个另一半的理解，我之前看别人的怀孕视频男方看自己老婆生孩子痛是会心疼的还看得有些感动，，你这可真是一桶冷水泼过来，现在的女孩子知道这些痛啊后遗症啊还有很多最终还是愿意生孩子的你以为她们是为着啥啊？给出信任换来一句义务也太让人绝望了吧，本来生孩子就很恐怖了，喵的我以后丁克出柜算了怎么都好管什么义务不义务的难道现实真有你这样的人存在?来怼我暗示我生孩子才是对的?不对这根本就不是我的义务啊滚滚滚！",615
为什么生育是一个女性的责任？什么鼓吹生产风险，生不生是个人选择吧,32
这层楼只说难产的，是没听过羊水栓塞吗？是几乎百分百的死亡率的情况，即使放现在医学界也救不过来，大人孩子都死，且是瞬间救都来不及的那种。且这个病没有基础病，没办法从身体的健康数据预估，就像随机一样碰上了就倒霉，没碰上就是幸运，和体质没关系，也和提前预防没关系。 除此之外，孩子头朝上，或者横位也都生不出来啊？再除此之外，孩子脐带绕颈，不管是一圈还是两圈还是更多圈，如果不剖腹，孩子头没绕出来，最终结果不是生的时候更疼孩子被勒着出不来两个人都死，就是孩子生出来这个过程中已经被勒死了！ 别说胎位不正和脐带绕颈概率低，我有个表姐，一胎胎位不正+脐带绕颈，天天在家做医生交代的姿势胎儿也没转正，没办法剖腹产，二胎还是胎位不正，没办法只能剖腹产！身边的亲戚因为胎位不正的剖腹产不是少数，这些放在古代就是两个人都死。 就这还不说胎儿过大，头难产肩难产的，都是不一样的情况，有的整体都过大，已经超过正常指数了骨盆再大也不好生吧？有的本身不胖就头大，有的头也不大就肩宽，并且，你不能保证所有女孩都盆骨大吧？总有小或者偏小的吧？你不能保证所有母体没有高血压，哮喘等等其他基础疾病吧？这些病生产的时候都是高风险，放古代一发病绝对母子俱亡。 还有，不是骨盆大就好生，因为有一类情况是骨盆能过去但是阴道过窄，照样生不出，古代侧切不能缝合，基本切了大人命全靠自己了，更别说再出现感染，那稍微一感染绝对没命。 最后，别忘了正常顺产也有产后大出血、产后血崩的风险，止不住血也死的很快。这些所有小概率的致死率加一起还不够高？这还是不算产前产后抑郁症的致死率呢！ 要是还觉得致死率低，换个方面想。如果致死率低的话，照古代的一夫多妻，没有计划生育，没有套，开元盛世时期甚至可能更早的和平年代时期，中国就能有几十亿的人口了，毕竟解放后实行计划生育，还是一夫一妻制才管控到十几亿的数字，更别说不避孕，娱乐生活只有ml的古代了。对比一下人口数量再说致死率，不说无视其他疾病，只是从出生人口基数上都能看出来。中国剖腹产技术不成熟的时候，因为顺便死的也照样不少见呐。这还不算产后的宫颈感染，子宫脱垂和宫颈癌，这些病照样存在致死！腹直肌分离，漏尿这就很常见了，这些都没办法恢复如初，只能减轻！骨盆错位就难受了！ 张口就来只想杠的，你的都对！,946
大姐，您这话非常有道理，把我的疑惑全部解开了。我前边说了一句话： 在人类找到另外一种不违背道德、伦理、法律的繁衍后代的方式之前，或者人类在脱离肉体（动物性）并且能够生存下去之前，人类的两性繁殖都是必要的。 现在看来把生育当做权利或者义务都不是恰当的说法，在生育之前必须加上一个条件，就是男女双方愿意并且做好相应的心理、物质准备：女性同意怀孕、生产，男性同意肩负起责任，对伴侣和孩子不离不弃，对，就是伴侣这个词很重要。 他不仅代表着承诺或者责任，更重要的是两个人的意愿。 如今吵得很厉害的男权女权我觉得就是没有意识到“伴侣”这个词，他们往往过于重视自己的利益和心情，而忽视了伴侣的想法。老祖宗说这是人生大事，大就大在这个地方，因为要谨慎的选择我们的伴侣，ta是要陪伴我们过完剩下的人生的。我在微博上看到了好多“女权觉醒”然后离婚的人，有的甚至孩子都有了，我都很不理解，现在大概想明白了一点，所谓的女权觉醒只不过是借口，她们只是想放下（或者逃避？）对孩子，对伴侣的责任。,433
我。。。我该说什么好，这应该全看男方的良心吧。 我妈就是黄脸婆，并且生完我内分泌失调长胖了，我爹还是不离不弃20多年一句歪话都没说过。 反例就是我一叔（我爸的堂弟），天天跟老婆吵架，后来就出轨了。他老婆也是个不会做人的特别懒，懒到自己的贴身内衣内裤都是我幺奶奶替她洗的。如果单论外貌，他俩绝对男才女貌金童玉女。但是我那叔还是出轨了，他俩现在离婚一年多了。 所以这方面还是要看两人的关系是否和谐以及双方的良心，不能单单以外貌身材定论的,216
那是你以人类为中心，从自然的角度人类存不存在都一样，所以从自然上讲没有这个义务。从人类社会角度讲，繁衍是为了利益，为种群利益（人多好打架等）为个人利益（养老等），你觉得这是义务是你单方面倾向有利于自己的行为，但你的利益无权凌驾于他人个人选择之上，女性选择不生是因为为了生育付出的代价正大过收益，你不能只管自己开心给别人安义务,162
我不是说女权是逃避责任，我是说那些明明已经安家立业了，安安稳稳过日子的人（不一定是女性）突然整一些幺蛾子闹离婚什么的，是逃避责任。这赖我，没表达清楚,74
对，我支持你的观点，人类存不存在对于宇宙甚至是地球来讲并没有影响，并且别人不能干预你合法的选择。但是作为这个种群（种族）的一员，那么这里就涉及到一个哲学问题了，那就是生活的目的是什么，生命的目的又是什么。 在这之前，我还要明确我的一个观点，要不要生育孩子取决于夫妻双方的意志，不能看单方面的意愿。 如果你感兴趣你就接着看一下吧 关于这个问题我自己的答案就是生活就是喜怒哀乐，生老病死。而生命的目的我学识浅薄，只能从科学的角度给出答案，就是传承我们的文明和历史（指广义的人类文明和历史）。 我们活在这个世界上，就要留下一些东西证明自己活过，所以达芬奇留下了他的手稿，他的蒙娜丽莎，爱因斯坦的墓碑上刻着质能方程，薛定谔绑架了一只猫。包括现在我们每天发朋友圈，up主拍视频，都是在干一件事，那就是留下自己存在的痕迹。 而要一个孩子，从科学角度来讲，孩子的遗传信息夫妻双方一人给了一半，让我们实现了生命的目的，从人情世故来讲，这个孩子是属于那个家庭的，年老的成员逝去而新的成员加入，对逝去的悲伤以及对新生的喜悦，让一个家庭或者家族一直保持活力，并且也传承了家庭（家族）的历史文化，让我们实现了生命和生活的目的。,501
盆底肌松弛?有心随便搜一搜能找到很多科普的，我不清楚生产到底对女性身体有多少影响，但绝对不是楼上那位说的只是胖点而已。我觉得能在清楚生育对自己身体的一系列影响后，还坚定的想生育的女性，大概率很爱丈夫，很爱家庭。,105
这个想法感觉和父母看营销号然后推荐给你一样 我觉得这种东西还是直接去大医院咨询妇科医生来的更科学直接客观。这种视频对整个过程描述简略，也没明确分析利弊，只能说很不足。更多给人感觉是在贩卖生育焦虑。,98
因为生育本来就很焦虑啊,11
生育忧虑？为什么你想到的是生育忧虑而不是没有做好生育准备就要做好措施，这样也是保护女孩子的一种方式呢,50
不不不，你开始所提出的贩卖生育焦虑就是被迫害妄想症，而这个视频所提出的观点就是怀孕不是一件小事，需要慎重。而且你的某些观点真的是蛮没有社会经验的，所以反驳,77
分析利弊 贩卖焦虑 一套一套的 那你给说说人流有哪些好处呗 人家明确说了 做一次子宫老十年 严重会穿宫 多了会不能生育 麻烦不要随便贩卖你刚学的词语,74
你说的解决方案和解答适用于“有基本的生理常识以及备孕准备，需要在顺产和剖腹产之间理性选择”的人，而这个视频针对的对象则是“认为避孕措施没有必要、实在不行流掉就好”和“为了给宝宝选个良辰吉日反正剖腹产没有风险那就剖吧”的人，后者的人口基数可能比前者要大得多。这不是贩卖焦虑，这是揭示风险，针对一些假的“常识”，比如街边随处可见的“无痛人流”的广告。生育本身，就是一件郑重到足以引起焦虑的事情，其中的很多风险无法为人所控，直到现代医学如此发达的今日，生育的死亡率依然堪比车祸，远高于飞机失事（05年左右的调查）。,254
生育生理上面对于女性本来就是弊大于利 告诉真相有什么不好的 再说别人真的想生也不会因为一个视频不生,49
无痛人流广告普及，那是因为国家当时提倡计划生育。,24
国家希望人口少一点，就说无痛人流，医院人流不伤身体…现在开放二胎，又要人口增多了，就普及不能人流，人流伤身体，生两个好…左右嘴巴在政客脸上长着，他们怎么说是他们的事情，子宫我们自己身上长着，生不生是我们的事情，不生缴税我也不肯生,114
计划生育可以有，但每个家庭只生一个，就太过了，现在多少独生子女，其实过得不好，所以现在才放宽了二胎了，也算是政府醒悟过来了,61
以前计划生育就强推无痛人流，现在开放二胎就强推无痛分娩,27
我说过，女孩子要保护好自己，视频里人流那个我绝对同意女孩观看，现代女孩害怕生育怀孕基本都是过早接触这些东西有关，就像青少年不能过早接触银灰视频一样,73
我一直都不懂，计划生育宁愿提倡女人流产，生死婴，也不肯让男的结扎,32
政府醒悟跟独生子女过的不好没有关系，是因为老龄化社会出生率底下。在宏观上当初的计划生育和如今的开放二胎都是社会国情需要，不是什么所谓的错误决定,71
当年山东政府为了支持计划生育真的丧心病狂,20
你对洋葱过敏？还是对草莓过敏？你可以恶心你自己，如果你母亲生你不是剖腹产，那自然生育看着更难受。你就是那么出来的,56
我知道怎么反驳你的观点啦，就像人对恶心的东西天生就排斥，举个不太文雅的例子，，shi会让人觉得恶心，首先是因为它是没有价值的，还有很多恶心的东西，都是因为它本身对自己没有价值，所以才能让人厌恶，你举得那个死亡的例子，这么和你说吧，死亡是每个人都必须经历的，它对人来说没有好处，除非一些非死不可活着更痛苦的人，所以大多数人厌恶它，至于你说的敬畏，我只看到人类对死亡的畏惧，没有看到敬佩，敬的前提是畏惧，对母亲的敬是敬佩，对死亡的敬是对无知得畏，弹幕里发呕的人，我希望他们是单纯被搞烂的草莓恶心到了，而不是被因为生育自己而损坏母亲的子宫恶心到了。,271
评论比看电影都有趣，算是理解到了文字语言的独特性和层面理解。不管先来后到的都得抒发自己的评论点（包括我自己） 1:因为“口区”而语言攻击的（大可不必，举报完事） 2:这个“口区”是针对蔬果还是科普女性生育而发的特别见解，可以说它不从众，但它表达意义不恶意，也不咄咄逼人 3:弹幕ky然后评论ky循环往复 弹幕那条可以说它情商低，但没必要为了键盘而键盘，可以举报非得扯出部评论大电影来不值当 以上,197
以防又有人跳出来耍一大堆“女人都这种想法人类就要绝种”这样傻乎乎又不负责任的话，说明一下我会选择生育，而且我会从19岁的现在就做好修养自己成为合格母亲的准备。这些可能的牺牲与要承担的风险是女性必须要及早知道的，就是为了让适育的家庭更慎重地做出选择，对我们女性、对孕育的生命都更公平。,141
你的意思是，通过长期观察，你发现了“无论有无生育孩子，男的长斑少，女的却很多”？还是说“有生育孩子的女性长斑比无生育的女性长斑多，而男性则无此差别”？ 不过我先说好，我既不是医生之类，也没有观察过他人。所以不论如何，你的问题我是回答不了的。我只是想表达，如何的实验才是更为可信的实验。,142
这种是看人的，不是所有生育都会有这种情况，还有，孩子是爱情的结晶，而不是一个必需品,41
我感觉这是月子没做好吧怀孕就好像一次身体的重塑，要是保养好了其实反而能缓和一些病，比如很多妇科疾病(痛经、内分泌不协调……)和肤质(雌性激素大量分泌……)。而且如果顺产的话二胎要比一胎轻松很多。当然骨质和皮肤纹问题是无可避免的，这也是没办法的事情,123
经过进一步思考，最合理的比对组应该是“生了但没有养”及“没有生育但收养可孩子”的女性。不过变量还有很多。,52
真的佩服你，我是家庭原因一点结婚生子的想法都没有，毫不夸张地说我觉得结婚就是进了地狱，身体精神双重折磨。有个问题想请教，我确定以后能养活自己，但别人都说女人到中年就是另一个想法了，你妈妈说现在如果没有孩子也可以过得很好，物质方面我是相信的，但不会精神空虚吗？这个问题从我有不婚不孕想法开始就在纠结了，没办法证实，烦请赐教,160
确实是，我发小从小到大的体质都很好，谁知道生了孩子莫名其妙对很多东西过敏，洗衣粉洗衣液肥皂香皂通通不能用，只对某个牌子的洗手液不过敏，简直太痛苦了。我和她一起去面试，别人都很直白的问我们俩是不是同龄人，其实她比我还小，看起来脸部胶原蛋白流失很严重，也不单是生育的问题，生了之后，没睡过一个囫囵觉也有很大关系，睡不好太伤人了。,162
我觉得很难定论，每个人的人生志向、情感倾向都不一样。我只能告诉你妈妈有这种想法是因为她心性一直像个少年，行为上也像个无拘无束的假小子，她评价自己是个缺乏母性也不喜欢照顾别人的人，时不时就抱怨孩子阻碍了她实现更高理想，也一度毁了她和我爸两个人到处旅游的计划，所以我觉得这样的女性是不会有那种人到中年觉得空虚想要孩子的想法的，因为志向根本不在这里。另外非常巧合的是我最近和一位女长辈聊天，她告诉我她直到40岁以前都一直想拥有一个自己的孩子，但她一直没有找到想共同组织家庭的人，今年她45了，她说现在无论是身体条件、心力都不支持她生育的想法，一个人的生活也经营得挺好，就彻底放弃了生育的想法，所以这大概能算是一个反例。人无论在哪个年龄段都会有忽然感到空虚寂寞的时候，我认为不一定需要靠孩子弥补，孩子也未必喜欢亲近父母的，如果抱着“想得到一个全身心爱自己崇拜自己的人”这个想法生孩子，到时如果得不到想要的结果会更难过后悔，对亲子双方来说都是悲剧。,419
感谢答复，这种想法确实因人而异，我也不喜欢小孩，因为有一种非常极端的责任心，认为如果没有能力给他们很好的成长环境，就不要让他们从我肚子里出来重复生活在底层的苦，也许别人也在经历苦难，但如果从我肚子里出来而我认为没有照顾好的话，我分分钟自责到自闭。。现在的我越来越喜欢一个人独处，别人觉得很枯燥无聊的生活我一个人呆着不亦乐乎，我想我找到一点头绪了，这辈子努力向好的方向去走，如果还是达不到那么也可以问心无愧了，如果我真的走上不婚不孕的路那一定是我争取过了的选择，不论怎么样我都不会后悔的，谢谢你，好心人！,251
我妈也是，不体谅生育的风险，养孩子的辛苦,20
说得好。生育是选择，而不是责任！,16
生育就是会带来各种疾病并且加速衰老，妇科书几十块一本看看再说好吗,32
我妈生了我和我妹妹，37岁高龄生的我妹妹，45岁拳头大的子宫肌瘤，摘掉了子宫,38
她是骗你，她是医学博士吗？对你小姨恶意好大啊，是不是全家都盯着这个四十岁没结婚的妹妹？要这样讲全世界的修女，尼姑这种有宗教职业的有多少，拉拉有多少，丁克有多少，不婚的演员舞蹈家有多少 他们人均子宫肌瘤宫颈癌？这和生不生，有什么关系？有的人生了两个都刨腹产，子宫打开一次就缝八层，除了表皮缝的漂亮，里面你不知道缝啥样了，两次被反复缝了十六次，还有打胎刮宫的，刮的和纸一样薄。还有家族遗传的。能一概而论子宫没有用过就必须得病么？当然还是看你嫁什么人，要是真的有感情，可靠，该生就生，祝好,241
确实，怪不得女明星生育完，我总觉得脸上状态不太一样了，就感觉有点老了……,36
？明星没钱没锻炼没营养吗？不是照样漏尿？睁眼好好看看吧，生育对女性的伤害就是不可避免不可逆的。,47
我妈跟你一样，劝退我生二胎,13
我现在越来越在认真考虑以后丁克或者干脆不结婚的状况,25
我就不一样了 我不想结婚不想生孩子 想养娃 话说 能跳过结婚生孩子那一步不？,38
那我岂不是没时间挑好看裙子，没时间打游戏，没时间和闺蜜去排挡撸串撸到凌晨，没时间在家里喝着冰镇可乐看电影，没时间收拾行李说走就走去旅行，天天只能对着哇哇叫的生物不停的哄和换尿不湿，还要洗老公的内衣内裤，还要准备一家老少的饭菜，还要盯紧全家的开支为老公买辆车做准备，没准好不容易熬到40岁孩子长大了，老公又要个二胎，顶着高危产妇风险进手术室迎来又一个20年的轮回。你不觉得很黑暗吗，这种一眼就能望到头的日子，这不是我想过的生活。,213
我真的越看越接受不了生育，太痛苦了，生完后续还对身体有极大的损害……生条毛我选择爱自己,43
并没有，那个婶不可忍自己已经有孩子了，看到别的女人说不想生照样跳脚呢，繁殖癌比艾滋病还难治,45
这种人活该绝种，把世界繁衍和延续的责任全推到女性身上，说实话就是无能的表现。真不生怎么了，大不了不就一起绝种吗？就你们男的怕死啊还是你有王位等着继承？某些雄性生物管好你自己的下半身就行了，未来几百年甚至几千年的事用你操心？有这功夫还不如多做环保来保证人类灭亡的晚一点。国家技术发达，生物技术也不是没有，这种时候还闲扯丁克和同性恋导致人类灭亡的都是憨憨，铁憨憨。,180
并没有，那个婶不可忍自己已经有孩子了，看到别的女人说不想生照样跳脚呢，繁殖癌比艾滋病还难治,45
这种人活该绝种，把世界繁衍和延续的责任全推到女性身上，说实话就是无能的表现。真不生怎么了，大不了不就一起绝种吗？就你们男的怕死啊还是你有王位等着继承？某些雄性生物管好你自己的下半身就行了，未来几百年甚至几千年的事用你操心？有这功夫还不如多做环保来保证人类灭亡的晚一点。国家技术发达，生物技术也不是没有，这种时候还闲扯丁克和同性恋导致人类灭亡的都是憨憨，铁憨憨。,180
并没有，那个婶不可忍自己已经有孩子了，看到别的女人说不想生照样跳脚呢，繁殖癌比艾滋病还难治,45
